w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63,w64,w65,w66,w67,w68,w69,w70,w71,w72,w73,w74,w75,w76,w77,w78,w79,w80,w81,w82,w83,w84,w85,w86,w87,w88,w89,w90,w91,w92,w93,w94,w95,w96,w97,w98,w99,w100
27.15770283,0,13.57885141,0,13.57885141,13.57885141,27.15770283,40.73655424,0,0,27.15770283,40.73655424,13.57885141,0,0,0,27.15770283,13.57885141,13.57885141,0,13.57885141,27.15770283,0,27.15770283,13.57885141,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,13.57885141,0,13.57885141,0,0,0,13.57885141,27.15770283,13.57885141,13.57885141,13.57885141,0,13.57885141,0,0,27.15770283,13.57885141,13.57885141,27.15770283,27.15770283,27.15770283,13.57885141,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,0,0,13.57885141,0,27.15770283,13.57885141,0,40.73655424,27.15770283,13.57885141,0,13.57885141,0,13.57885141,13.57885141,0,27.15770283,13.57885141,0,27.15770283,13.57885141,0,0,27.15770283,0,0,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283
0,13.57885141,13.57885141,40.73655424,0,0,13.57885141,0,54.31540565,13.57885141,0,27.15770283,13.57885141,27.15770283,27.15770283,13.57885141,27.15770283,0,0,0,0,27.15770283,40.73655424,0,0,13.57885141,13.57885141,13.57885141,0,0,13.57885141,13.57885141,13.57885141,40.73655424,0,27.15770283,0,27.15770283,13.57885141,27.15770283,13.57885141,13.57885141,0,0,13.57885141,0,27.15770283,27.15770283,13.57885141,0,27.15770283,40.73655424,13.57885141,0,0,13.57885141,27.15770283,13.57885141,27.15770283,0,13.57885141,13.57885141,40.73655424,27.15770283,13.57885141,0,0,0,27.15770283,0,0,27.15770283,13.57885141,13.57885141,27.15770283,0,0,0,13.57885141,0,13.57885141,13.57885141,40.73655424,0,13.57885141,0,0,0,0,0,40.73655424,27.15770283,0,0,13.57885141,13.57885141,13.57885141,0,0,27.15770283
27.15770283,27.15770283,13.57885141,0,0,27.15770283,13.57885141,13.57885141,0,0,27.15770283,27.15770283,0,0,0,13.57885141,0,40.73655424,0,13.57885141,27.15770283,0,0,13.57885141,13.57885141,13.57885141,13.57885141,0,0,40.73655424,0,0,0,0,40.73655424,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,13.57885141,0,27.15770283,0,27.15770283,13.57885141,0,27.15770283,27.15770283,0,0,40.73655424,40.73655424,13.57885141,13.57885141,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,0,13.57885141,0,27.15770283,27.15770283,13.57885141,0,13.57885141,0,0,40.73655424,0,0,27.15770283,0,13.57885141,13.57885141,27.15770283,0,0,27.15770283,13.57885141,13.57885141,40.73655424,13.57885141,0,13.57885141,13.57885141,27.15770283
27.15770283,13.57885141,40.73655424,0,13.57885141,0,0,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,0,13.57885141,13.57885141,0,13.57885141,0,0,13.57885141,13.57885141,13.57885141,0,0,0,0,0,27.15770283,0,13.57885141,0,0,40.73655424,13.57885141,27.15770283,0,13.57885141,27.15770283,40.73655424,13.57885141,27.15770283,27.15770283,0,13.57885141,27.15770283,0,0,13.57885141,0,40.73655424,27.15770283,13.57885141,0,13.57885141,54.31540565,13.57885141,0,40.73655424,13.57885141,0,0,0,27.15770283,27.15770283,13.57885141,0,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,0,27.15770283,13.57885141,0,0,0,0,13.57885141,13.57885141,0,27.15770283,13.57885141,27.15770283,0,0,0,13.57885141,13.57885141,0,27.15770283,13.57885141,13.57885141
27.15770283,13.57885141,40.73655424,0,40.73655424,27.15770283,0,13.57885141,13.57885141,0,0,13.57885141,0,13.57885141,0,13.57885141,27.15770283,27.15770283,13.57885141,0,13.57885141,0,0,27.15770283,0,0,0,40.73655424,27.15770283,27.15770283,27.15770283,0,13.57885141,0,27.15770283,54.31540565,0,0,0,0,0,0,0,13.57885141,27.15770283,0,40.73655424,27.15770283,0,13.57885141,0,0,0,0,0,0,27.15770283,13.57885141,0,13.57885141,27.15770283,27.15770283,27.15770283,0,27.15770283,13.57885141,40.73655424,13.57885141,0,0,13.57885141,0,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,0,0,13.57885141,40.73655424,27.15770283,0,0,0,13.57885141,13.57885141,27.15770283,13.57885141,0,40.73655424,13.57885141
27.15770283,13.57885141,0,13.57885141,0,54.31540565,13.57885141,13.57885141,0,13.57885141,0,0,0,54.31540565,0,0,0,27.15770283,13.57885141,13.57885141,13.57885141,0,0,13.57885141,13.57885141,13.57885141,40.73655424,0,27.15770283,0,0,0,13.57885141,0,0,0,27.15770283,27.15770283,13.57885141,13.57885141,0,0,13.57885141,0,27.15770283,0,27.15770283,54.31540565,13.57885141,0,13.57885141,0,27.15770283,13.57885141,13.57885141,27.15770283,13.57885141,40.73655424,27.15770283,0,27.15770283,13.57885141,13.57885141,27.15770283,40.73655424,0,13.57885141,40.73655424,27.15770283,27.15770283,0,0,13.57885141,0,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,13.57885141,0,0,0,0,40.73655424,27.15770283,0,13.57885141,13.57885141,13.57885141,0,0,0,40.73655424,13.57885141,13.57885141,13.57885141,0
13.57885141,54.31540565,13.57885141,40.73655424,0,40.73655424,27.15770283,27.15770283,0,27.15770283,13.57885141,13.57885141,13.57885141,0,40.73655424,13.57885141,0,0,13.57885141,0,0,13.57885141,27.15770283,0,27.15770283,54.31540565,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,0,27.15770283,27.15770283,0,13.57885141,13.57885141,27.15770283,0,13.57885141,27.15770283,27.15770283,0,0,40.73655424,40.73655424,13.57885141,13.57885141,0,27.15770283,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,13.57885141,27.15770283,13.57885141,54.31540565,0,13.57885141,13.57885141,13.57885141,13.57885141,0,40.73655424,13.57885141,13.57885141,13.57885141,40.73655424,0,13.57885141,27.15770283,0,27.15770283,40.73655424,0,13.57885141,0,13.57885141,27.15770283,27.15770283,13.57885141,13.57885141,27.15770283,13.57885141
13.57885141,0,40.73655424,27.15770283,0,0,0,0,0,0,40.73655424,13.57885141,40.73655424,0,0,13.57885141,0,13.57885141,40.73655424,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,0,0,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,40.73655424,0,13.57885141,27.15770283,13.57885141,0,13.57885141,0,13.57885141,27.15770283,0,27.15770283,13.57885141,0,0,27.15770283,40.73655424,13.57885141,13.57885141,0,0,13.57885141,27.15770283,0,13.57885141,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,0,13.57885141,13.57885141,27.15770283,13.57885141,0,54.31540565,13.57885141,27.15770283,13.57885141,13.57885141,40.73655424,13.57885141,27.15770283,27.15770283,0,13.57885141,0,13.57885141,0,13.57885141,13.57885141,0,40.73655424,0,54.31540565,27.15770283,13.57885141,27.15770283,0,13.57885141,0,27.15770283,27.15770283
27.15770283,27.15770283,13.57885141,13.57885141,40.73655424,13.57885141,40.73655424,13.57885141,0,27.15770283,0,27.15770283,40.73655424,0,0,13.57885141,13.57885141,27.15770283,13.57885141,0,27.15770283,0,13.57885141,13.57885141,0,0,27.15770283,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,13.57885141,0,0,13.57885141,0,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,0,40.73655424,27.15770283,13.57885141,13.57885141,0,0,27.15770283,27.15770283,13.57885141,0,27.15770283,13.57885141,27.15770283,0,27.15770283,13.57885141,0,27.15770283,13.57885141,0,0,13.57885141,0,13.57885141,0,13.57885141,27.15770283,0,0,13.57885141,13.57885141,0,0,13.57885141,0,13.57885141,0,13.57885141,0,40.73655424,13.57885141,40.73655424,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,0,0,0,27.15770283,0,0,27.15770283,0,0
13.57885141,0,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,54.31540565,0,0,0,13.57885141,13.57885141,13.57885141,0,27.15770283,27.15770283,13.57885141,27.15770283,27.15770283,27.15770283,40.73655424,0,0,13.57885141,27.15770283,0,13.57885141,0,0,0,27.15770283,13.57885141,0,0,27.15770283,27.15770283,13.57885141,0,13.57885141,0,0,40.73655424,13.57885141,13.57885141,13.57885141,0,27.15770283,54.31540565,13.57885141,13.57885141,27.15770283,40.73655424,0,27.15770283,40.73655424,13.57885141,27.15770283,27.15770283,13.57885141,0,0,13.57885141,27.15770283,0,13.57885141,13.57885141,40.73655424,13.57885141,0,27.15770283,0,0,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,0,0,13.57885141,0,13.57885141,40.73655424,0,27.15770283,27.15770283,0,13.57885141,0,0,0,13.57885141,13.57885141,27.15770283,13.57885141,0
0,13.57885141,13.57885141,13.57885141,13.57885141,54.31540565,27.15770283,27.15770283,0,13.57885141,0,13.57885141,13.57885141,0,0,13.57885141,27.15770283,40.73655424,27.15770283,13.57885141,0,27.15770283,0,13.57885141,27.15770283,13.57885141,13.57885141,13.57885141,27.15770283,40.73655424,13.57885141,0,0,13.57885141,0,13.57885141,0,13.57885141,13.57885141,0,13.57885141,27.15770283,0,40.73655424,0,13.57885141,13.57885141,0,13.57885141,13.57885141,27.15770283,27.15770283,27.15770283,13.57885141,0,13.57885141,27.15770283,13.57885141,40.73655424,0,0,27.15770283,27.15770283,27.15770283,13.57885141,13.57885141,27.15770283,0,13.57885141,0,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,54.31540565,0,27.15770283,0,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,0,67.89425706,13.57885141,0,0,0,0,13.57885141,27.15770283,27.15770283,0,13.57885141
27.15770283,0,13.57885141,13.57885141,0,0,13.57885141,40.73655424,13.57885141,0,0,40.73655424,0,13.57885141,13.57885141,0,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,0,27.15770283,13.57885141,27.15770283,27.15770283,0,0,27.15770283,0,13.57885141,27.15770283,13.57885141,13.57885141,0,0,0,13.57885141,0,40.73655424,13.57885141,0,13.57885141,13.57885141,0,40.73655424,0,0,0,0,0,0,13.57885141,0,0,27.15770283,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,0,0,54.31540565,13.57885141,13.57885141,13.57885141,13.57885141,0,0,0,27.15770283,13.57885141,27.15770283,13.57885141,0,13.57885141,0,0,27.15770283,27.15770283,0,0,0,27.15770283,27.15770283,0,13.57885141,0,0,0,27.15770283,13.57885141,13.57885141,13.57885141
13.57885141,13.57885141,0,0,13.57885141,13.57885141,13.57885141,0,0,13.57885141,27.15770283,0,27.15770283,0,13.57885141,13.57885141,0,27.15770283,13.57885141,40.73655424,0,0,13.57885141,13.57885141,13.57885141,40.73655424,0,0,13.57885141,13.57885141,40.73655424,0,0,0,0,0,13.57885141,0,27.15770283,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,40.73655424,13.57885141,0,13.57885141,27.15770283,27.15770283,27.15770283,13.57885141,13.57885141,0,0,13.57885141,27.15770283,0,13.57885141,0,0,27.15770283,0,13.57885141,13.57885141,40.73655424,27.15770283,40.73655424,13.57885141,40.73655424,13.57885141,27.15770283,27.15770283,27.15770283,13.57885141,0,13.57885141,13.57885141,0,0,0,13.57885141,13.57885141,13.57885141,0,0,54.31540565,0,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,40.73655424,0,27.15770283,0
0,13.57885141,0,27.15770283,27.15770283,0,13.57885141,13.57885141,0,40.73655424,0,0,27.15770283,0,40.73655424,27.15770283,13.57885141,0,0,13.57885141,0,27.15770283,27.15770283,13.57885141,13.57885141,13.57885141,0,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,0,0,0,27.15770283,13.57885141,0,13.57885141,13.57885141,0,0,27.15770283,0,40.73655424,0,0,27.15770283,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,0,27.15770283,13.57885141,13.57885141,0,13.57885141,13.57885141,0,13.57885141,13.57885141,27.15770283,0,0,0,0,0,0,13.57885141,27.15770283,27.15770283,0,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,0,0,27.15770283,13.57885141,54.31540565,27.15770283,40.73655424,0,13.57885141,13.57885141
0,27.15770283,0,27.15770283,27.15770283,13.57885141,27.15770283,54.31540565,27.15770283,0,0,0,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,54.31540565,27.15770283,27.15770283,40.73655424,27.15770283,13.57885141,27.15770283,27.15770283,0,0,27.15770283,27.15770283,0,0,0,27.15770283,27.15770283,27.15770283,27.15770283,13.57885141,13.57885141,13.57885141,0,27.15770283,27.15770283,27.15770283,0,13.57885141,0,0,13.57885141,13.57885141,54.31540565,13.57885141,0,0,0,13.57885141,27.15770283,0,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,13.57885141,0,27.15770283,13.57885141,0,27.15770283,13.57885141,13.57885141,0,13.57885141,0,13.57885141,54.31540565,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,13.57885141,40.73655424,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,13.57885141
13.57885141,27.15770283,40.73655424,13.57885141,67.89425706,13.57885141,0,0,40.73655424,27.15770283,40.73655424,27.15770283,27.15770283,13.57885141,27.15770283,0,13.57885141,0,40.73655424,0,13.57885141,13.57885141,13.57885141,0,0,40.73655424,0,0,0,13.57885141,40.73655424,13.57885141,0,0,13.57885141,40.73655424,0,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,0,40.73655424,27.15770283,0,40.73655424,0,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,0,0,13.57885141,13.57885141,27.15770283,27.15770283,27.15770283,0,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,0,0,13.57885141,0,40.73655424,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,0,0,0,13.57885141,27.15770283,0,13.57885141,13.57885141,0,0,0
0,13.57885141,0,27.15770283,0,0,0,0,13.57885141,27.15770283,13.57885141,54.31540565,0,13.57885141,13.57885141,13.57885141,54.31540565,27.15770283,27.15770283,40.73655424,27.15770283,0,0,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,13.57885141,0,27.15770283,27.15770283,0,0,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,0,0,0,0,27.15770283,0,27.15770283,0,0,40.73655424,40.73655424,13.57885141,0,27.15770283,0,13.57885141,0,0,0,27.15770283,27.15770283,27.15770283,0,13.57885141,40.73655424,27.15770283,13.57885141,40.73655424,27.15770283,13.57885141,0,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,27.15770283,0,0,0,13.57885141,40.73655424,0,13.57885141,0,0,27.15770283,13.57885141,0,13.57885141,0,0,27.15770283,27.15770283,0,0,27.15770283,13.57885141,0,13.57885141
0,0,13.57885141,0,40.73655424,27.15770283,40.73655424,27.15770283,13.57885141,40.73655424,13.57885141,40.73655424,40.73655424,13.57885141,0,0,13.57885141,0,0,13.57885141,13.57885141,0,0,0,27.15770283,13.57885141,0,40.73655424,13.57885141,0,0,27.15770283,27.15770283,27.15770283,27.15770283,13.57885141,0,13.57885141,0,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,27.15770283,0,13.57885141,0,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,0,13.57885141,0,13.57885141,27.15770283,27.15770283,40.73655424,0,0,0,40.73655424,13.57885141,27.15770283,27.15770283,0,0,27.15770283,40.73655424,13.57885141,13.57885141,13.57885141,54.31540565,0,0,0,0,0,27.15770283,0,40.73655424,0,27.15770283,0,0,13.57885141,0
0,0,13.57885141,13.57885141,0,0,27.15770283,13.57885141,13.57885141,0,0,0,27.15770283,0,0,13.57885141,0,13.57885141,13.57885141,13.57885141,0,27.15770283,27.15770283,13.57885141,0,0,54.31540565,0,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,40.73655424,13.57885141,0,27.15770283,0,0,13.57885141,27.15770283,27.15770283,13.57885141,0,13.57885141,0,27.15770283,0,13.57885141,13.57885141,0,13.57885141,27.15770283,27.15770283,0,27.15770283,13.57885141,0,0,13.57885141,27.15770283,40.73655424,0,0,0,27.15770283,40.73655424,13.57885141,0,0,27.15770283,13.57885141,40.73655424,13.57885141,0,0,13.57885141,13.57885141,0,13.57885141,13.57885141,27.15770283,0,0,13.57885141,0,27.15770283,13.57885141,0,13.57885141,27.15770283,27.15770283,13.57885141,27.15770283,27.15770283,0,0,0
0,27.15770283,0,27.15770283,27.15770283,27.15770283,0,13.57885141,27.15770283,40.73655424,0,0,13.57885141,0,13.57885141,27.15770283,13.57885141,0,27.15770283,0,13.57885141,40.73655424,13.57885141,40.73655424,0,40.73655424,0,40.73655424,13.57885141,27.15770283,0,27.15770283,13.57885141,13.57885141,27.15770283,54.31540565,13.57885141,13.57885141,13.57885141,0,27.15770283,13.57885141,40.73655424,0,40.73655424,13.57885141,13.57885141,13.57885141,0,13.57885141,13.57885141,0,0,0,13.57885141,27.15770283,0,13.57885141,27.15770283,0,0,27.15770283,27.15770283,13.57885141,13.57885141,27.15770283,0,13.57885141,27.15770283,13.57885141,40.73655424,13.57885141,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,0,13.57885141,0,40.73655424,0,0,27.15770283,27.15770283,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,0,13.57885141,0,0,13.57885141,0,0
0,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,27.15770283,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,13.57885141,13.57885141,13.57885141,27.15770283,40.73655424,0,13.57885141,0,13.57885141,13.57885141,0,0,0,13.57885141,13.57885141,13.57885141,13.57885141,0,40.73655424,13.57885141,0,27.15770283,13.57885141,27.15770283,0,0,40.73655424,0,0,0,13.57885141,27.15770283,0,0,27.15770283,0,40.73655424,40.73655424,13.57885141,27.15770283,0,0,0,0,0,0,13.57885141,13.57885141,13.57885141,0,13.57885141,27.15770283,0,13.57885141,13.57885141,0,0,0,0,13.57885141,0,0,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,13.57885141,0,0,40.73655424,0,0,27.15770283,27.15770283,54.31540565,13.57885141,0,13.57885141,0,13.57885141,27.15770283,0,13.57885141,0
13.57885141,27.15770283,27.15770283,40.73655424,40.73655424,27.15770283,13.57885141,0,13.57885141,0,13.57885141,40.73655424,27.15770283,0,0,13.57885141,27.15770283,13.57885141,13.57885141,40.73655424,27.15770283,0,27.15770283,13.57885141,13.57885141,27.15770283,13.57885141,0,27.15770283,0,27.15770283,40.73655424,13.57885141,13.57885141,0,27.15770283,0,0,40.73655424,0,54.31540565,13.57885141,0,13.57885141,13.57885141,27.15770283,0,0,13.57885141,13.57885141,13.57885141,27.15770283,13.57885141,13.57885141,40.73655424,0,27.15770283,0,13.57885141,0,27.15770283,0,0,27.15770283,13.57885141,27.15770283,40.73655424,13.57885141,13.57885141,13.57885141,40.73655424,0,13.57885141,13.57885141,0,27.15770283,13.57885141,0,13.57885141,13.57885141,0,0,13.57885141,13.57885141,40.73655424,0,13.57885141,13.57885141,0,27.15770283,0,0,27.15770283,0,0,0,13.57885141,13.57885141,27.15770283,27.15770283
0,27.15770283,27.15770283,0,0,0,27.15770283,27.15770283,13.57885141,40.73655424,0,0,0,13.57885141,13.57885141,0,27.15770283,13.57885141,27.15770283,0,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,27.15770283,0,0,0,27.15770283,27.15770283,27.15770283,13.57885141,27.15770283,13.57885141,13.57885141,0,13.57885141,27.15770283,27.15770283,13.57885141,0,0,27.15770283,13.57885141,0,13.57885141,0,27.15770283,13.57885141,0,0,0,0,0,0,13.57885141,13.57885141,0,13.57885141,13.57885141,13.57885141,0,27.15770283,0,0,27.15770283,13.57885141,13.57885141,27.15770283,40.73655424,13.57885141,0,13.57885141,13.57885141,27.15770283,13.57885141,27.15770283,0,27.15770283,13.57885141,0,0,13.57885141,0,27.15770283,13.57885141,27.15770283,13.57885141,0,13.57885141,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,13.57885141,27.15770283
13.57885141,0,13.57885141,0,13.57885141,40.73655424,0,0,0,0,13.57885141,27.15770283,0,40.73655424,13.57885141,0,27.15770283,13.57885141,40.73655424,13.57885141,0,13.57885141,13.57885141,13.57885141,0,13.57885141,13.57885141,0,13.57885141,13.57885141,27.15770283,0,13.57885141,0,0,0,13.57885141,27.15770283,0,0,13.57885141,13.57885141,0,0,0,0,13.57885141,0,27.15770283,13.57885141,0,0,13.57885141,13.57885141,27.15770283,0,0,27.15770283,40.73655424,0,0,0,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,0,13.57885141,40.73655424,40.73655424,0,0,0,13.57885141,0,13.57885141,54.31540565,0,13.57885141,0,27.15770283,40.73655424,40.73655424,13.57885141,0,13.57885141,13.57885141,27.15770283,27.15770283,0,27.15770283,27.15770283,13.57885141,13.57885141,13.57885141,0,27.15770283,0
0,0,0,81.47310848,13.57885141,13.57885141,13.57885141,0,40.73655424,13.57885141,27.15770283,0,0,13.57885141,0,0,13.57885141,40.73655424,13.57885141,13.57885141,13.57885141,27.15770283,0,13.57885141,27.15770283,0,13.57885141,0,13.57885141,13.57885141,0,0,13.57885141,27.15770283,13.57885141,27.15770283,13.57885141,0,0,40.73655424,27.15770283,27.15770283,27.15770283,0,0,27.15770283,27.15770283,0,13.57885141,0,27.15770283,0,13.57885141,13.57885141,0,13.57885141,27.15770283,40.73655424,40.73655424,67.89425706,13.57885141,0,27.15770283,0,0,0,27.15770283,13.57885141,13.57885141,0,0,0,13.57885141,13.57885141,0,0,40.73655424,40.73655424,27.15770283,0,0,0,0,13.57885141,27.15770283,27.15770283,0,13.57885141,13.57885141,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,0,0,0,13.57885141
27.15770283,13.57885141,0,13.57885141,0,0,13.57885141,13.57885141,27.15770283,13.57885141,0,40.73655424,0,0,0,13.57885141,13.57885141,13.57885141,0,0,13.57885141,13.57885141,0,54.31540565,13.57885141,13.57885141,0,27.15770283,13.57885141,13.57885141,27.15770283,0,0,0,13.57885141,13.57885141,0,13.57885141,0,0,27.15770283,0,0,13.57885141,0,27.15770283,0,0,40.73655424,13.57885141,0,0,27.15770283,0,0,27.15770283,13.57885141,13.57885141,40.73655424,0,13.57885141,0,0,13.57885141,13.57885141,0,54.31540565,13.57885141,13.57885141,54.31540565,40.73655424,13.57885141,0,0,0,27.15770283,13.57885141,13.57885141,0,13.57885141,27.15770283,0,13.57885141,40.73655424,0,0,27.15770283,13.57885141,13.57885141,13.57885141,13.57885141,0,0,0,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141
0,0,0,27.15770283,0,13.57885141,13.57885141,0,13.57885141,13.57885141,0,0,0,0,0,27.15770283,13.57885141,0,27.15770283,0,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,13.57885141,27.15770283,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,0,27.15770283,0,13.57885141,13.57885141,13.57885141,40.73655424,0,0,13.57885141,27.15770283,13.57885141,13.57885141,13.57885141,0,13.57885141,0,27.15770283,27.15770283,0,27.15770283,13.57885141,0,13.57885141,40.73655424,0,27.15770283,0,0,13.57885141,40.73655424,0,0,0,27.15770283,13.57885141,13.57885141,13.57885141,0,13.57885141,40.73655424,0,27.15770283,0,13.57885141,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,13.57885141,40.73655424,27.15770283,13.57885141,13.57885141,0,13.57885141,0,0,0,13.57885141,27.15770283,13.57885141,27.15770283,0
0,0,54.31540565,13.57885141,13.57885141,27.15770283,0,27.15770283,13.57885141,13.57885141,27.15770283,0,27.15770283,0,0,0,13.57885141,0,13.57885141,13.57885141,13.57885141,13.57885141,0,27.15770283,13.57885141,0,13.57885141,0,27.15770283,13.57885141,27.15770283,27.15770283,0,13.57885141,0,13.57885141,0,0,13.57885141,13.57885141,13.57885141,27.15770283,27.15770283,13.57885141,27.15770283,27.15770283,0,40.73655424,0,0,0,27.15770283,13.57885141,13.57885141,40.73655424,27.15770283,13.57885141,0,27.15770283,13.57885141,0,27.15770283,0,27.15770283,0,13.57885141,13.57885141,0,13.57885141,0,13.57885141,27.15770283,0,13.57885141,0,0,13.57885141,27.15770283,27.15770283,27.15770283,0,13.57885141,13.57885141,13.57885141,0,13.57885141,13.57885141,0,27.15770283,13.57885141,13.57885141,13.57885141,0,0,0,13.57885141,13.57885141,13.57885141,27.15770283,0
15.51868733,0,62.07474932,15.51868733,15.51868733,31.03737466,0,31.03737466,15.51868733,15.51868733,15.51868733,0,0,15.51868733,0,15.51868733,0,0,15.51868733,0,15.51868733,62.07474932,31.03737466,0,46.55606199,0,46.55606199,0,15.51868733,31.03737466,46.55606199,15.51868733,15.51868733,31.03737466,0,15.51868733,0,62.07474932,0,31.03737466,0,46.55606199,0,31.03737466,0,15.51868733,15.51868733,31.03737466,31.03737466,0,0,15.51868733,0,46.55606199,0,62.07474932,31.03737466,15.51868733,15.51868733,31.03737466,15.51868733,15.51868733,0,15.51868733,0,0,0,15.51868733,0,15.51868733,15.51868733,15.51868733,31.03737466,0,15.51868733,0,15.51868733,0,0,15.51868733,62.07474932,15.51868733,31.03737466,31.03737466,0,15.51868733,0,15.51868733,15.51868733,15.51868733,0,0,31.03737466,31.03737466,0,31.03737466,15.51868733,0,0,15.51868733
0,15.51868733,0,0,15.51868733,15.51868733,31.03737466,31.03737466,15.51868733,0,0,15.51868733,0,15.51868733,0,15.51868733,15.51868733,62.07474932,46.55606199,31.03737466,15.51868733,0,15.51868733,31.03737466,15.51868733,15.51868733,15.51868733,31.03737466,15.51868733,15.51868733,15.51868733,31.03737466,31.03737466,15.51868733,0,31.03737466,15.51868733,31.03737466,0,0,15.51868733,15.51868733,15.51868733,31.03737466,15.51868733,15.51868733,0,15.51868733,46.55606199,15.51868733,31.03737466,15.51868733,15.51868733,15.51868733,0,15.51868733,0,15.51868733,15.51868733,15.51868733,15.51868733,0,31.03737466,15.51868733,15.51868733,15.51868733,0,15.51868733,0,46.55606199,46.55606199,0,15.51868733,15.51868733,15.51868733,15.51868733,46.55606199,15.51868733,15.51868733,31.03737466,15.51868733,0,31.03737466,31.03737466,0,15.51868733,15.51868733,46.55606199,31.03737466,15.51868733,46.55606199,0,31.03737466,0,31.03737466,15.51868733,15.51868733,31.03737466,15.51868733,15.51868733
